Contract_Title,Contract_Value,Supplier_Name,Award_Date
Robotic Process Automation,68947.0,SOFTCAT PLC,2025-04-01
NE - CSF-CCS Core Services Phase 2 - T&T (Core),361000.0,TURNER & TOWNSEND PROJECT MANAGEMENT LIMITED,2025-04-01
Cyber Insurance Services - Competitive Quotation below threshold,36500.0,HOWDEN UK BROKERS LIMITED,2025-03-31
"(AWARD, Opportunity now closed) S10353 Apprenticeships Training & End Point Framework, Final Opening Feb 25",500000000.0,SUPPLIERS AS LISTED ON ATTACHED EXCEL DOCUMENT,2025-03-31
Provision of GIS Software System,173559.0,ESRI (UK) LIMITED,2025-03-31
Compensation Survey Report,13200.0,AON UK LIMITED,2025-03-31
EEAST - Payroll Services (24-T17),2850000.0,THE QUEEN ELIZABETH HOSPITAL KING'S LYNN NHS FOUNDATION TRU,2025-03-31
DN770236-Fire Safety - Active & Passive - BBC,7200000.0,HUGH LS MCCONNELL LIMITED,2025-03-31
Royal Parade Bus Improvement Scheme Construction,4600000.0,MORGAN SINDALL CONSTRUCTION & INFRASTUCTURE LIMITED,2025-03-31
GMCA 1424 Salary Sacrifice - Electric Vehicles,1634816.42,NHS FLEET SOLUTIONS C/O NORTHUMBRIA  HEALTHCARE NHS FOUNDATION T,2025-03-31
Gym Equipment Refurbishment,288535.76,SERVICE SPORT (UK) LIMITED,2025-03-31
NNC - Treatment & Disposal of Residual Waste and Operation and Management of Household Waste Recycling Centres,255000000.0,HW MARTIN WASTE LTD,2025-03-31
NNC - Treatment & Disposal of Residual Waste and Operation and Management of Household Waste Recycling Centres,255000000.0,BIFFA WASTE SERVICES LTD,2025-03-31
Provision of Insurance Coverage for the North Devon District Council,2207855.0,PROTECTOR INSURANCE UK LTD,2025-03-31
Data Management Consultancy and Software,192000.0,EXPERIAN LIMITED,2025-03-30
G-Cloud 14 (Lot 3: Cloud Support) - Hyperion Technical Services,931708.4,PARICO LIMITED,2025-03-30
714501451,931708.4,PARICO LIMITED,2025-03-30
Property Compliance Software,39600.0,VOICESCAPE LIMITED,2025-03-28
Badgernet- System C Clinical outcomes,600057.0,SYSTEM C HEALTHCARE LIMITED,2025-03-28
WebV Application Support,117840.0,INSIGHT DIRECT (UK) LTD,2025-03-28
PAHT - Hertfordshire and West Essex Collaborative Bank,2100000.0,NHS PROFESSIONALS LIMITED,2025-03-28
Customer Engagement Software,411306.0,VOICESCAPE LIMITED,2025-03-28
Supply of Electricity,1310000.0,EDF ENERGY CUSTOMERS LIMITED,2025-03-28
Temporary Agency Resources - Comensura,20000000.0,COMENSURA LIMITED,2025-03-28
HCT - Hertfordshire and West Essex Collaborative Bank,350000.0,NHS PROFESSIONALS LIMITED,2025-03-28
"Installation of footpaths at Allum Lane Cemetery, Elstree - AWARD",18418.59,ABACUS PLAYGROUNDS LIMITED,2025-03-27
Interim Perceptions Survey 2025,81565.0,SHIFT INSIGHT,2025-03-27
Marine Recorder Online Support & Hosting - 2025 onwards,107956.09,OCEAN ECOLOGY LIMITED,2025-03-26
Modular Building - Neuro-physiotherapy Outpatient Department contract,983903.06,ACTIFORM,2025-03-26
Internal Audit Services for Gateway Housing,350000.0,KPMG LLP,2025-03-26
1068 Capital WIFI Infrastructure Upgrade BHNFT,233327.75,CAE TECHNOLOGY SERVICES LTD,2025-03-26
Foster Care Short Breaks (Staycation) - AWARD,0.0,BARNARDO'S CENTRAL  REGION,2025-03-25
Tranman,64181.0,CIVICA UK LIMITED,2025-03-25
Information Management Framework and Data Analytics Platform,50000.0,CIRCYL LIMITED,2025-03-25
Supply and Fitting of Graphics/Liveries to the Councils Fleet,360000.0,BEACON SIGNS LIMITED,2025-03-25
Image Viewer Future Enhancement and Service Support,1500000.0,SOFTCAT PLC,2025-03-24
Holy Cross Catholic High School ~ Catering Tender,2451313.32,MELLORS CATERING SEVICES LTD,2025-03-24
Attend Anywhere for MOD,156000.0,INVOLVE VISUAL COLLABORATION LTD,2025-03-21
Lot 11-211 A1077 Barton Interchange Carriageway Resurfacing,144689.3,E C SURFACING LTD,2025-03-21
Review of MRP policy and compliance with IFRS16,33750.0,ARLINGCLOSE,2025-03-21
NTBS4217 Edgware Utilities,401727.58,T CLARKE CONTRACTING LIMITED,2025-03-20
Flight Punctuality Data Provision Contract Award Notice,14600.0,THE LAB CORPORATIONS,2025-03-20
QQ25009 - Appoint Consultant to Barrister Framework,74597.0,KENNEDY CATER,2025-03-20
Specialist Works Framework - Lot 1 Windsor Walk,6752.0,ALLERTON DAMP-PROOFING LIMITED,2025-03-19
MDClone's ADAMS Platform,2031840.0,UST GLOBAL PVT LTD,2025-03-19
Public Sector Reform (PSR) Test and Learn Wave One,165600.0,BEHAVIOURAL INSIGHTS LTD,2025-03-19
Rowstock Area Transport Study,69790.37,SYSTRA LTD,2025-03-19
New Berwick Hospital Patient Trolleys,61544.0,ANETIC AID LIMITED,2025-03-19
Send Resource Allocation Tool,97982.0,IMOSPHERE LTD,2025-03-19
"ITT for projects 10151457, 10151049",8800.0,BEOBACHT LIMITED,2025-03-18
Great Yarmouth Borough Council - Purchase of 1 x T5.110 Electro Command Tractor &  1 x T4.75 New Holland Tractor,138645.0,ERNEST DOE & SONS LIMITED,2025-03-18
Berwick Community Hospital - Hospital Furniture 1,80000.0,H JENKINSON & COMPANY LIMITED,2025-03-18
Waste Management Software,129760.0,BARTEC MUNICIPAL TECHNOLOGIES,2025-03-18
"ITT for projects 10149731, 10151558",9880.0,KLCE CONSULTING LTD.,2025-03-18
New Berwick Hospital - Dental Chairs,41000.0,HENRY SCHEIN UK HOLDINGS LIMITED,2025-03-18
ITT for projects 10150786,4500.0,BEOBACHT LIMITED,2025-03-18
New Berwick Hospital Catering Equipment,32636.56,BURLODGE LIMITED,2025-03-18
Great Yarmouth Borough Council - Purchase of Ford Transit 350 L2's,211257.41,LOOKERS MOTOR GROUP LTD,2025-03-18
ITT for project 10148988,4355.0,CHARLES SIMPSON,2025-03-18
"ITT for projects 10150717,10150745,10151779",13410.0,CHARLES SIMPSON,2025-03-18
"ITT for projects 10150592, 10149001, 10148625",13200.0,PROMAR INTERNATIONAL LIMITED,2025-03-17
VAT Services,37000.0,LIAISON VAT CONSULTANCY LIMITED,2025-03-15
Semi-Comprehensive Maintenance Programme for Fire Alarm Systems in FCDO Offices and Expat Residences in India and Nepal,375001.0,PUSHKAR AND CO LLP,2025-03-14
Landscaping for The Observatory and EDC Owned Sites,150000.0,FRYER CLEANING AND MAINTENANCE LTD,2025-03-14
ITT for project 10150250,2750.0,BEOBACHT LIMITED,2025-03-14
eConsult for MOD,98000.0,ECONSULT HEALTH LIMITED,2025-03-14
Berwick Community Hospital Office Furniture,46357.35,DAMS FURNITURE,2025-03-13
Level 4 Counter Fraud Investigations Apprenticeship - ST10747,4125000.0,INTELLIGENCIA TRAINING LIMITED,2025-03-13
"Complex Project Works, Major Voids, Major / Long-term Decants, Insurance Works, and Equipment & Adaptations for Sussex",360533.33,CHAS BERGER LIMITED,2025-03-12
"Hip, Knee, Arthroscopy Packs - Kimal",88438.0,KIMAL PLC,2025-03-11
Bookwell Primary School - Boiler Replacement & Heating Works,87083.16,PK EMGINEERING,2025-03-11
Lot 9 - 080 B1218 Brigg Road Junction with Bonby Lane VRS Repairs,8304.0,PBS CONSTRUCTION (NORTH EAST) LTD,2025-03-10
GB-Sheffield: Adaptive Planning Consultancy and Support,72500.0,FOCAL SOLUTIONS CONSULTING LTD,2025-03-10
Shoulders (Orthopaedics) -Stryker,2834688.0,STRYKER UK LIMITED,2025-03-07
Legal Support for CASTLE Phase 1,25000.0,WOMBLE BOND DICKINSON (UK) LLP,2025-03-06
Respite Care Block Booked Beds located on the Isle of Wight for people suffering with Dementia on the Isle of Wight.,873600.0,ISLAND HEALTHCARE LTD,2025-03-06
Community Engagement Software,119285.0,VISAV LIMITED,2025-03-04
"Complex Project Works, Major Voids, Major / Long-term Decants, Insurance Works, and Equipment & Adaptations for London",748800.0,MONOLITH CONSTRUCTION LTD,2025-03-03
"GB-Camberley: Supply and Installation of Lighting at Main Square Car Park, Camberley",6022.0,THE BIG GREEN ELECTRICAL COMPANY,2025-03-03
LGR Consultancy Services,140000.0,PRICEWATERHOUSECOOPERS,2025-02-28
Provision of Security Guarding Services at British High Commission Victoria,135000.0,PILGRIMS SECURITY LTD,2025-02-28
Network Infrastructure review,51272.72,CDW LIMITED,2025-02-28
Healthy ageing service for Teignbridge.,72000.0,TEIGNBRIDGE COMMUNITY AND VOLUNTARY SERVICES,2025-02-27
Contract for the Provision of Population Health Algorithmic Digital Solution 25-27,333333.0,JOHNS HOPKINS HEALTHCARE LLC,2025-02-25
"Complex Project Works, Major Voids, Major / Long-term Decants, Insurance Works, and Equipment & Adaptations for London, Kent, and Sussex.",360533.33,AOCS PROPERTY MAINTENANCE LTD,2025-02-25
Specialist Works Framework - Lot 1 Firthcliffe Road,28323.9,ALLERTON DAMP-PROOFING LIMITED,2025-02-24
Purchase of 1 x Peugeot van for HVE Department,25579.8,SIMON BAILES LIMITED,2025-02-24
Specialist Works Framework - Lot 1 St John Parade,31502.25,ALLERTON DAMP-PROOFING LIMITED,2025-02-24
Jira and Confluence Licences,808744.79,VALIANTYS LIMITED,2025-02-24
23-56 Print Management Services,670000.0,STERLING PRESS LTD,2025-02-21
23-56 Print Management Services,670000.0,ALLWAG PROMOTIONS LTD,2025-02-21
23-56 Print Management Services,670000.0,HARLOW PRINTING LIMITED,2025-02-21
Mini Minds Programme,45000.0,"MIND HAVERING, BARKING & DAGENHAM",2025-02-21
23-56 Print Management Services,670000.0,EXTRAVAGANZA PROMOTIONAL MERCHANDISE,2025-02-21
23-56 Print Management Services,670000.0,INFINITY INCORPORATED T,2025-02-21
"Complex Project Works, Major Voids, Major / Long-term Decants, Insurance Works, and Equipment & Adaptations for London, Kent, Sussex, Hampshire",832000.0,CANDUNS BUILDING COMPANY LIMITED,2025-02-19
HBC 1124 Refurbishment of Splash Park at KGRG Bushey - AWARD,325000.0,KINGCOME STONBURY LIMITED T/A THE SPLASH,2025-02-17
King's Dock Development Phase Two Multidisciplinary Team,307609.4,ATKINS REALIS UK LIMITED,2025-02-17
Civica Payments System,468000.0,CIVICA UK LIMITED,2025-02-15
St Oswalds Integrated Phone System,300000.0,EA-RS SOLUTIONS LIMITED,2025-02-14
Provision of Cisco Compute and Network Hardware (Enterprise),3673388.05,SOFTCAT PLC,2025-02-14
Construction Project Management and associated services,6000000.0,PERFECT CIRCLE JV LTD,2025-02-11
New Berwick Hospital Sackholders and Box Bins,32552.56,WYBONE LIMITED,2025-02-04
Contract Hire of a Commercial Food Waste Vehicle,190000.0,NRG RIVERSIDE LIMITED,2025-02-03
Purchase of a Commercial Food Waste Vehicle,190000.0,NRG RIVERSIDE LIMITED,2025-02-03
North Northamptonshire Council - Tennis Court Refurbishment at Swanspool Gardens,67035.43,FOSSE CONTRACTS LIMITED,2025-02-02
Disrepair surveying V2,200000.0,FAITHORN FARRELL TIMMS,2025-01-31
Web Forms,38810.0,GOSS INTERACTIVE LIMITED,2025-01-31
Provision of Software Licences,464645.0,SOFTCAT PLC,2025-01-29
GB-Manchester: ACE 678 STA - Evaluation for the Artsmark & Teaching for Creativity Pilot Project,20000.0,DR DAVID PARKER,2025-01-28
1858 Provision of Autism Peer Review Support Service for NHS BLMK ICB v2,128170.0,TALKBACK UK,2025-01-27
AWS Translate Services,60000.0,KAINOS SOFTWARE LIMITED,2025-01-25
Purchase of Trimax Pegasus S5 493 Trailed Rotary Mower,40794.0,HENTON AND CHATTELL LTD,2025-01-23
Provision of Cisco Compute and Network Hardware (RTGS),6390149.68,SOFTCAT PLC,2025-01-16
Datacentre Software Licences and Support,6390149.68,SOFTCAT PLC,2025-01-16
Renewal of Public Services Network (PSN) Domain Name Server (DNS) for FCDO,24670.78,CNS SECURITY,2025-01-16
850 Bus Service - Evening Journeys,50000.0,CAROUSEL BUSES LIMITED,2025-01-15
Provision of Technology Services,51484.5,SOFTCAT PLC,2025-01-15
850 Bus Service - Sunday Service,40000.0,CAROUSEL,2025-01-14
Commercial Water Contract,1132000.0,ANGLIAN WATER BUSINESS (NATIONAL) LIMITED,2025-01-14
Car Park Management Services at IWM North - AWARD NOTICE,750000.0,PARKINGEYE LIMITED,2025-01-09
IfATE Member Portal - OnBoard License (Extension),31705.8,PASSAGEWAYS (UK) LTD,2025-01-08
EPP0117 Castle Point Borough Council - Hackney Carriage & Private Hire Vehicle MOTs,210530.15,CASTLE POINT MOTORS LIMITED,2025-01-04
712885451_Data Quality Management Servies,495000.0,HIPPO DIGITAL LIMITED,2025-01-01
HCT - Assure Expenses (Expense-Management System),68000.0,SOFTCAT PLC,2024-12-31
FEW1481 - SENDIASS and Choice Advice Service,46000.0,SCHOOL DEVELOPMENT SUPPORT AGENCY LTD,2024-12-23
Contract hire of 22 x Food Waste Recycling Kerb loader Vehicles,7929952.8,NRG RIVERSIDE LTD,2024-12-19
Tree survey programme,31448.76,GLENDALE COUNTRYSIDE LIMITED,2024-12-18
PAHT - Proposed Brief and Programme for Existing Site Feasibility,40000.0,GILLING DOD LIMITED,2024-12-18
MOPAC: Prison Violence Reduction Interventions (Phase 2),2025000.0,CATCH22 CHARITY LIMITED,2024-12-10
MOPAC: Prison Violence Reduction Interventions (Phase 2),2025000.0,BELONG: MAKING JUSTICE HAPPEN,2024-12-10
Hulme Door and Door Entry System - AWARD,0.0,HANKINSON WHITTLE LIMITED,2024-12-09
LBBD Occupational Health System,78107.75,CIVICA UK LIMITED,2024-12-09
Distribution of Garden Waste Bins,89400.0,KEE ENVIRONMENTAL,2024-12-03
Provision of Stationery and office supplies to College of Policing,100000.0,BANNER GROUP LIMITED,2024-12-01
Standard Service Agreement JEOL-Royce Electron Microscopes,82000.0,JEOL(U.K.)LIMITED,2024-11-29
Standard Service Agreement JEOL-Royce Electron Microscopes 2023-2024,82000.0,JEOL(U.K.)LIMITED,2024-11-29
Provision of an IT Service Management ITSM,361089.0,FRESHWORKS INC.,2024-11-28
Provision of specialist end to end support for Homes & Money Hub on Tenancy Sustainment & Employment,175000.0,BEAM UP LIMITED,2024-11-26
ESCC-HP-DAW-Construction and Engineering Design Services to provide technical support through the construction stage of the Phase 2B Queensway Gateway Road (QGR) project.,83000.0,CAMPBELLREITH CONSULTING ENGINEERS,2024-11-26
Intellectual Property Deep Dive,11475.0,GLOBAL COUNSEL LTD,2024-11-25
MH 0095 - Project Management as a Service - AWARD,0.0,METHODS BUSINESS AND DIGITAL TECHNOLOGY LTD,2024-11-21
Tier 4 Detoxification: Lot 1 Inpatient Detoxification and Lot 2 Inpatient Residential Rehabilitation,1832252.0,MERSEY CARE NHS TRUST,2024-11-18
Tier 4 Detoxification: Lot 1 Inpatient Detoxification and Lot 2 Inpatient Residential Rehabilitation,1832252.0,TURNING POINT SERVICES LTD,2024-11-18
Tier 4 Detoxification: Lot 1 Inpatient Detoxification and Lot 2 Inpatient Residential Rehabilitation,1832252.0,KALEIDOSCOPE PROJECT,2024-11-18
CPG/11536/2024 - A/C Maintenance for the British Embassy in Brasilia,124414.0,AFEL ENGENHARIA E SERVIÇOS LTDA.,2024-11-18
Tier 4 Detoxification: Lot 1 Inpatient Detoxification and Lot 2 Inpatient Residential Rehabilitation,1832252.0,ADFERIAD RECOVERY,2024-11-18
Tier 4 Detoxification: Lot 1 Inpatient Detoxification and Lot 2 Inpatient Residential Rehabilitation,1832252.0,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,2024-11-18
Photocopier agreement,382818.0,CANON (UK) LTD,2024-11-08
Wessex Public Health Specialty Training- MSc in Public Health,291000.0,UNIVERSITY OF SOUTHAMPTON,2024-10-23
Jira Renewal - 2024,400000.0,SOFTCAT LTD - FCA,2024-10-15
OneTrust Extension,156495.0,ONETRUST TECHNOLOGY LIMITED,2024-10-15
WGH - Geotechnical Investigation Surveying Services,273967.0,A2 SITE INVESTIGATION LIMITED,2024-10-10
CPG/11278/2024 - Alarm and monitoring maintenance service for the British Embassy UKBS residences in Brasilia,59655.0,JAPAN ENGENHARIA E TECNOLOGIA LTDA.,2024-10-09
948 GM Leadership Development Programme,140000.0,GREEN PARK INTERIM AND EXECUTIVE LTD.,2024-09-30
Human risk management platform,97288.0,CULTUREAI LTD,2024-09-30
Electricity Supply Contract Award,17500000.0,NPOWER COMMERCIAL GAS LIMITED,2024-09-27
Gas supply contract award,9000000.0,CORONA ENERGY LIMITED,2024-09-26
The provision of a Road Map for achieving a Net Zero Carbon Borough in Basingstoke and Deane,57350.0,THE CARBON TRUST,2024-09-13
Parking Enforcement and Permit System,45098.15,SAGOSS LIMITED,2024-09-03
THRE0044 - Business Case Study,300000.0,MACE CONSULT LIMITED,2024-09-02
TfL FIRE PROTECTION SYSTEMS - MAINTENANCE SERVICES,60954071.0,TELENT TECHNOLOGY SERVICES LIMITED,2024-08-30
North Northamptonshire Council- Technical Lead Consultant,174200.0,NEW NETWORKS LIMITED,2024-08-19
GMCA 1192 Northern Gateway Strategic Advisor,148062.45,KPMG LLP,2024-08-14
(AWARD NOTICE) National CPD/Workforce Education Framework (Non Apprenticeship),250000000.0,SUPPLIERS AS LISTED ON ATTACHED EXCEL DOCUMENT,2024-08-01
RUGCON - Cremator and Filtration Equipment Maintenance,479280.0,FACULTATIEVE TECHNOLOGIES LTD,2024-07-29
Provision of Air Conditioning Services and Maintenance for Residential Accomodation at British High Commission Dar es Salaam,43852.0,CENTURION COMPANY LIMITED,2024-07-25
Thermo-Fisher (FEI) Electron Microscope Service Contract,82000.0,FEI UK LIMITED,2024-07-18
21034 Social and Education Transport Service - DPS Call off awards (quarterly),500000.0,AMBU KARE STEVENAGE LIMITED,2024-07-01
Landscaping - General Landscaping (20% VAT),1069983.58,BLAKEDOWN LANDSCAPES (SE) LTD,2024-06-26
HMCTS Newgate Fit Out - Construction - BPRN 628/22/8417,31275493.91,WATES CONSTRUCTION LIMITED,2024-06-20
MOPAC: Understanding and Tackling Adult-Child to Parent Violence and Abuse 2024 (MOPAC 988),75667.0,EQUALITY COLLABS LTD,2024-06-11
Software maintenance and repair,5929156.0,PHOENIX SOFTWARE LIMITED,2024-06-10
FEW1374 - Service User Participation Service,48000.0,MOSAIC 1898 LTD,2024-06-07
Renewal of Threat & Vulnerability Management Software,76753.81,SOFTCAT LTD - FCA,2024-06-01
Supply of Services - Woods Building Services Ltd t/a AA Woods,2250000.0,WOODS BUILDING SERVICES LTD T/A AA WOODS,2024-05-25
"London, Timber window and doors",1415288.6,NATIONCARE WINDOWS LIMITED,2024-05-21
Purchase of Gas Supply,18940000.0,CORONA ENERGY RETAIL 4 LIMITED,2024-05-20
Homes England - UKREiiF 2024 UKREiiF Pavillion Partnership Fee (Direct award),15000.0,SHARED BUSINESS SERVICES LTD (CABINET OFFICE),2024-05-17
ENQ1019 - VRS Repairs - Vehicle Restraint Systems (Crash Barrier Repairs),26882.2,HATTON TRAFFIC MANAGEMENT LTD,2024-03-31
Mobile CCTV at HWRC Sites,750000.0,BDR TECHNICAL SOLUTIONS,2024-03-21
Security software,1238040.0,INSIGHT DIRECT (UK) LTD,2024-03-20
4055/SSA/JS,70000.0,NORWOOD GROUP LTD,2024-03-15
HVO Fuel,290000.0,WP GROUP LIMITED,2024-03-01
Chorley - Construction,16971281.0,THE ERIC WRIGHT GROUP,2024-02-19
BitDefender 2024-25,44952.0,SOFTCAT LTD - FCA,2024-02-01
"Advocacy, Missing Return Conversations and Independent Visitors Service on the Isle of Wight",187322.0,BARNARDO'S,2024-01-23
Pan-London Domiciliary Care AQP 2023,0.0,NEW SHEPHERD CARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,CONCORD CARE SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,GREEN ARROW CARE PROVIDERS LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,NWANDO CARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,CLIFTON CARE SERVICES LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,SIMPLIFIED STAFFING LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,PARAGON CARE AND LOCUM PARTNERSHIP LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,BEST AT HOME DOMICILIARY CARE SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,ALPHA CARE AND SUPPORT SERVICES LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,CKM CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,MISS M PATEL T/A PETALS CARE AGENCY,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,LOYALTY CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,TST SUPPORT SERVICE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,REDYFNE RECRUITMENT AND STAFFING LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,REAL HOMECARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,WOODBERRY CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,CLOVER SUPPORT GROUP LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,VITAL CARE AND SUPPORT LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,GALAXY SUPPORTED LIVING LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,PRIORY NURSING AGENCY AND HOMECARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,ADAMS CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,AEVUS LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,HONEY CROWN BEE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,NEMA HOME CARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,HH CARE SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,QH CARE SERVICES LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,SUPPORTING CARE NORTH EAST BRANCH LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,OAKTREE HOMECARE SERVICES LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,KAEDI RECRUITMENT AGENCY LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,NAVARROS CARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,KOME CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,BLOOMSCARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,KOPE-MEDICS LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,DION CARE SERVICES LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,LONDON TEACHING POOL LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,ANGELIC HEALTHCARE SERVICES LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,CIRCLE CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,ELLA'S HOMECARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,HOME CARE SERVICE PROVIDER,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,FOND OF CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,METROPOLITAN CARE SERVICES LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,JAY AND NOAH HEALTHCARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,SHREEJI INC LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,WILLOW CARE & SUPPORT LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,TRIPLE 3 HEALTHCARE GROUP LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,SORTED HEALTHCARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,ABOUTME CARE SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,CONNECT NURSING LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,ANKSLEY LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,BMM CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,PEOPLES CARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,SUPPORTING CARE BARKING AND DAGENHAM LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,PHOENIX CARE (HAVERING) LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,JOTHNO CARE AND SUPPORT LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,FIRST IN CARE SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,CALMLIVING HEALTHCARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,SOCIAL CARE CONSORTIUM LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,HATSZZ PRESTIGE CARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,MERAKI UNIQUE CARE LIMITED - TRADING AS MY HOMECARE REDBRIDGE,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,JOTHBEL CARE SERVICES LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,PRIMERA ASSISTED LIVING LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,FUTURE CARE ENABLE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,PRIORY CARE SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,SUPPORTING CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,EVERGREEN HOMECARE SERVICES LTD.,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,KT'S CARE ANGELS LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,MISSION HEALTH UK LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,MARIAMA CARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,DYNACARE SERVICES LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,TRINITY CARE SERVICES LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,DAIMA GLOBAL LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,CARELAND HEALTHCARE SERVICES LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,NATION HOME CARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,STAR MARIS HEALTHCARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,LUU-BRIDGETS HEALTHCARE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,KARIA BEFRIENDING CARE AGENCY LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,DENISE QUALITY CARE SERVICES LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,KADARCARE SERVICE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,CARE QTERS LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,YELLOWSTONE HEALTHCARE LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,JANKAN ENTERPRISE LIMITED,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,ACCU-CARE UK LTD,2023-11-29
Pan-London Domiciliary Care AQP 2023,0.0,PROMPT HEALTHCARE STAFFING LTD,2023-11-29
